"","'Page number","'Layout","'Text","'Reading Order","'Confidence score % (Layout)","file"
"3796","'9","'Text 138","'PARAMILITARY: 7,800: PRESIDENTIAL GUARD: 1,100. GENDARMERIE: 4,400; VAB APC, 4 patrol boats. MILITIA: 1,500. MILITARY FIRE SERVICE: 800.","'204","'82.42187500","04597229108460032/layout.csv"
"3797","'9","'Section header 27","'FOREIGN FORCES:","'205","'56.59179688","04597229108460032/layout.csv"
"3798","'9","'Text 139","'FRANCE: 500: 1 marine inf regt; 1 AS-350 hel.","'206","'87.45117188","04597229108460032/layout.csv"
"3799","'9","'Section header 28","'EQUATORIAL GUINEA","'207","'75.00000000","04597229108460032/layout.csv"
"3800","'9","'Table 21",NA,"'208","'48.73046875","04597229108460032/layout.csv"
"3801","'9","'Text 140","'fr = francs CFA (Coopération financière en Afrique centrale)","'209","'65.91796875","04597229108460032/layout.csv"
"3802","'9","'Table 22",NA,"'210","'82.51953125","04597229108460032/layout.csv"
"3803","'9","'Text 141","'TOTAL ARMED FORCES: ACTIVE: 1,300.","'211","'57.86132813","04597229108460032/layout.csv"
"3804","'9","'Text 142","'ARMY: 1,100. 3 inf bn. EQUIPMENT: RECCE: 6 BRDM-2. APC: 10 BTR-152.","'212","'87.25585938","04597229108460032/layout.csv"
"3805","'9","'Text 143","'NAVY+ 100. BASES: Malabo (Santa Isabel), Bata. PATROL COMBATANTS: 3 PFI, 1 PCI, all<","'213","'93.84765625","04597229108460032/layout.csv"
"3806","'9","'Text 144","'AIR FORCE: 100; no cbt ac or armed hel. TRANSPORT: 1 Yak-40.","'214","'87.40234375","04597229108460032/layout.csv"
"3807","'9","'Text 145","'PARAMILITARY: some 2,000. GUARDIA CIVIL: 2 coy.","'215","'87.79296875","04597229108460032/layout.csv"
"3808","'9","'Section header 29","'FOREIGN FORCES:","'216","'34.74121094","04597229108460032/layout.csv"
"3809","'9","'Text 146","'MOROCCO: 360: 1 bn.","'217","'51.26953125","04597229108460032/layout.csv"
"3810","'9","'Text 147","'ETHIOPIA","'218","'56.78710938","04597229108460032/layout.csv"
"3811","'9","'Table 23",NA,"'219","'76.95312500","04597229108460032/layout.csv"
"3812","'9","'Text 148","'Population: 50,628,200","'220","'63.52539063","04597229108460032/layout.csv"
"3813","'10","'Page number 9","'132","'221","'50.87890625","04597229108460032/layout.csv"
"3814","'10","'Title 11","'SUB-SAHARAN AFRICA","'222","'68.16406250","04597229108460032/layout.csv"
"3815","'10","'Table 24",NA,"'223","'80.12695313","04597229108460032/layout.csv"
"3816","'10","'Text 149","'Following the defeat and dissolution of the former government of Ethiopia by forces of the Ethiopian People's Revolutionary Democratic Front (EPRDF) and Eritrean People's Liberation Front (EPLF), no national Armed Forces have yet been formed. Strengths of the two groups are assessed as: EPRDF - about 65,000 of which perhaps 55,000 are members of the Tigray People's Liberation Front (TPLF), whilst the remainder (10,000) belong to the Oromo People's Democratic Organization and other smaller groups. EPLF - about 60,000.","'224","'91.50390625","04597229108460032/layout.csv"
"3817","'10","'Text 150","'Eqpt previously held by the government of Ethiopia is now largely in EPRDF and EPLF hands. Estimated numbers in service must be treated with some caution.","'225","'52.73437500","04597229108460032/layout.csv"
"3818","'10","'Section header 30","'GROUND FORCES:+","'226","'33.66699219","04597229108460032/layout.csv"
"3819","'10","'Text 151","'MBT: 300 incl: T-34, T-54/-55, T-62, M-47. RECCE/AIFV/APC: 350 incl: BRDM, BMP, BTR-60/-152, M-113. TOWED ARTY: 85mm: D-44; 122mm: D-30; 130mm: M-46. MRL: BM-21. MORTARS: 81mm; 82mm; 120mm: M-38. ATGW: AT-3 Sagger. RCL: 82mm: B-10; 107mm: B-11. AD GUNS: 23mm: ZU-23, ZSU-23-4 SP; 37mm: M-1939; 57mm: S-60; 100mm KS-19. SAM: 20 SA-2, 30 SA-3, SA-7/-9.","'227","'45.99609375","04597229108460032/layout.csv"
"3820","'10","'Text 152","'NAVY+: was 3,500.","'228","'46.09375000","04597229108460032/layout.csv"
"3821","'10","'Text 153","'No recognizable organization exists. Prior to the final EPLF/EPRDF offensives of spring 1991, the Ethiopian Navy numbered some 29 vessels as shown below. With the fall of the Eritrean ports, the op portion of the navy dispersed. Vessels reportedly have gone to Yemen, Saudi Arabia and, possibly, other countries. Some vessels reportedly remain in international waters off the coast of Ethiopia. Non-op ships and craft were sunk or scuttled in port.","'229","'93.45703125","04597229108460032/layout.csv"
"3822","'10","'Text 154","'BASES: Massawa, Assab.","'230","'57.95898438","04597229108460032/layout.csv"
"3823","'10","'Text 155","'FRIGATES: 2 Zerai Deres (Sov Petya II) with 2 X ASW RL, 10 X 406mm TT.","'231","'75.19531250","04597229108460032/layout.csv"
"3824","'10","'Text 156","'PATROL AND COASTAL COMBATANTS: 16: MISSILE CRAFT: 4 Sov Osa with 4 X SS-N-2 Styx SSM. TORPEDO CRAFT: 6: 2 Sov Turya PHT, 4 Mol PFT all with 4 X 533mm TT.","'232","'38.35449219","04597229108460032/layout.csv"
"3825","'10","'Text 157","'PATROL INSHORE: 6 PFI: 3 US Swiftships 32-m, 3 Sov Zhuk(.","'233","'72.70507813","04597229108460032/layout.csv"
"3826","'10","'Text 158","'AMPHIBIOUS: 2 Sov Polnocny LSM, capacity 100 tps, 6 tk.","'234","'66.79687500","04597229108460032/layout.csv"
"3827","'10","'Text 159","'Plus craft; 3 LCT (2 Chamo, 1 Fr EDIC), 4 LCM.","'235","'41.77246094","04597229108460032/layout.csv"
"3828","'10","'Text 160","'SUPPORT AND MISCELLANEOUS: 2: 1 tpt, 1 trg.","'236","'34.52148438","04597229108460032/layout.csv"
"3829","'10","'Text 161","'AIR FORCE: 68 cbt ac, 18 armed hel. No recognizable org remains. There is a residue of technicians remaining to man a future air force, however the availability of pilots is doubtful. The op status before the spring offensive was less than 50% for all types. Types and numbers of remaining ac are assessed as follows. These figures incl about 6 fixed wing ac and 11 hel that were flown to Djibouti.","'237","'56.20117188","04597229108460032/layout.csv"
"3830","'10","'Text 162","'FGA: 50 MiG-21MF; 18 MiG-23BN","'238","'29.98046875","04597229108460032/layout.csv"
"3831","'10","'Text 163","'TRANSPORT: 6 An-12, 2 DH-6, 2 L-100-30, 3 U-17 (liaison), 1 Yak-40 (VIP). TRAINING: 14 L-39. HELICOPTERS: ATTACK: 18 Mi-24. TRANSPORT: I IAR-330, 30 Mi-8, 3 UH-1, 2 Mi-14.","'239","'40.91796875","04597229108460032/layout.csv"
"3832","'10","'Text 164","'GABON","'240","'34.96093750","04597229108460032/layout.csv"
"3833","'10","'Table 25",NA,"'241","'46.97265625","04597229108460032/layout.csv"
"3834","'10","'Text 165","'TOTAL ARMED FORCES: ACTIVE: 4,750.","'242","'49.70703125","04597229108460032/layout.csv"
"3835","'10","'Text 166","'ARMY: 3,250.","'243","'37.52441406","04597229108460032/layout.csv"
"3836","'10","'Text 167","'Presidential Guard bn gp (1 recce/armd, 3 inf coy, arty, AA bty) (under direct Presidential control). 8 inf, 1 AB/cdo, 1 engr coy.","'244","'50.97656250","04597229108460032/layout.csv"
"3837","'10","'Section header 31","'EQUIPMENT:","'245","'34.64355469","04597229108460032/layout.csv"
"3838","'10","'Text 168","'RECCE: 16 EE-9 Cascavel, 24 AML-90, 6 ERC-90 Sagaie, 12 EE-3 Jararaca, 14 VBL M-11. AIFV: 12 EE-11 Urutu with 20mm gun. APC: 9 V-150 Commando, Panhard M-3, 12 VXB-170. TOWED ARTY: 105mm: 4 M-101. MRL: 140mm: 8 Teruel. MORTARS: 81mm: 35; 120mm: 4 Brandt. ATGW: 4 Milan.","'246","'53.41796875","04597229108460032/layout.csv"
"3839","'11","'Title 12","'SUB-SAHARAN AFRICA","'247","'60.10742188","04597229108460032/layout.csv"
"3840","'11","'Page number 10","'133","'248","'88.42773438","04597229108460032/layout.csv"
"3841","'11","'Text 169","'RL: 89mm: LRAC. RCL: 106mm: M40A1. AD GUNS: 20mm: 4 ERC-20 SP; 23mm: 24 ZU-23-2; 37mm: 10 M-1939; 40mm: 2 Bofors.","'249","'70.16601563","04597229108460032/layout.csv"
"3842","'11","'Text 170","'NAVY: 500. BASE: Port Gentil (HQ). PATROL AND COASTAL COMBATANTS: 3: MISSILE CRAFT: 1 General Nazaire Boulingu PFM (Fr 42-m) with 4 SS-12 SSM. PATROL COASTAL: 2 General Ba Oumar (Fr P.400 55-m). AMPHIBIOUS: 1 President Omar Bongo (Fr BATRAL) LSM, capacity 140 tps, 7 tk. Plus craft; 1 LCM.","'250","'40.91796875","04597229108460032/layout.csv"
"3843","'11","'Text 171","'AIR FORCE: 1,000. 20 cbt ac, 7 armed hel. FGA: 9 Mirage 5 (2 - -G, 4 -GII, 3 -DG). MR: 1 EMB-111P1. TRANSPORT: 1 C-130H, 1 L-100-20, 2 L-100-30, 3 EMB-110, 1 Falcon 50, 1 Gulfstream III, 2 YS-11A. HELICOPTERS: ATTACK: 2 AS-350, 5 SA-342. TRANSPORT: 3 SA-330C/-H. LIAISON: 3 SA-316/-319. PRESIDENTIAL GUARD: COIN: 6 CM-170, 4 T-34. TRANSPORT: 1 ATR-42F, 1 EMB-110.","'251","'46.58203125","04597229108460032/layout.csv"
"3844","'11","'Section header 32","'PARAMILITARY:","'252","'38.76953125","04597229108460032/layout.csv"
"3845","'11","'Text 172","'COAST GUARD: 2,800; boats only. GENDARMERIE: 2,000; 3 'bdes', 11 coy, 2 armd sqn, air unit.","'253","'76.70898438","04597229108460032/layout.csv"
"3846","'11","'Section header 33","'FOREIGN FORCES:","'254","'48.14453125","04597229108460032/layout.csv"
"3847","'11","'Text 173","'FRANCE: 800: 1 marine inf regt; 1 SA-319 hel.","'255","'82.17773438","04597229108460032/layout.csv"
"3848","'11","'Section header 34","'THE GAMBIA","'256","'39.33105469","04597229108460032/layout.csv"
"3849","'11","'Table 26",NA,"'257","'27.51464844","04597229108460032/layout.csv"
"3850","'11","'Text 174","'TOTAL ARMED FORCES: ACTIVE: 900.","'258","'58.30078125","04597229108460032/layout.csv"
"3851","'11","'Text 175","'GAMBIAN NATIONAL ARMY (GNA):","'259","'32.25097656","04597229108460032/layout.csv"
"3852","'11","'Text 176","'1 inf bn (4 coy), engr sqn. MARINE UNIT: About 80. BASE: Banjul. PATROL, INSHORE: 3: 2 Gonjur (Ch Shanghai-II) PFI, 1 PFI(, boats.","'260","'40.11230469","04597229108460032/layout.csv"
"3853","'11","'Section header 35","'FORCES ABROAD:","'261","'38.03710938","04597229108460032/layout.csv"
"3854","'11","'Text 177","'LIBERIA: about 150, forming part of ECOWAS force.","'262","'87.64648438","04597229108460032/layout.csv"
"3855","'11","'Section header 36","'PARAMILITARY:","'263","'41.40625000","04597229108460032/layout.csv"
"3856","'11","'Text 178","'GENDARMERIE: (Ministry of Defence) 600+ (incl 100 Presidential Guard).","'264","'82.91015625","04597229108460032/layout.csv"
"3857","'11","'Text 179","'GHANA","'265","'42.62695313","04597229108460032/layout.csv"
"3858","'11","'Table 27",NA,"'266","'52.73437500","04597229108460032/layout.csv"
"3859","'11","'Text 180","'TOTAL ARMED FORCES: ACTIVE: 11,900.","'267","'41.47949219","04597229108460032/layout.csv"
"3860","'11","'Text 181","'ARMY: 10,000.","'268","'52.53906250","04597229108460032/layout.csv"
"3861","'11","'List 2",NA,"'269","'63.96484375","04597229108460032/layout.csv"
"3862","'11","'Text 182 - Part of List 2","'2 Command HQ:","'270","'51.17187500","04597229108460032/layout.csv"
"3863","'11","'Text 183 - Part of List 2","'2 bde (comprising 6 inf bn (incl 1 trg, 1 UNIFIL), spt units).","'271","'49.31640625","04597229108460032/layout.csv"
"3864","'11","'Text 184 - Part of List 2","'1 recce bn (2 sqn).","'272","'42.72460938","04597229108460032/layout.csv"
"3865","'11","'Text 185 - Part of List 2","'1 AB force (incl 1 para coy).","'273","'46.97265625","04597229108460032/layout.csv"
"3866","'11","'Text 186 - Part of List 2","'1 indep inf bn.","'274","'42.82226563","04597229108460032/layout.csv"
"3867","'11","'Text 187 - Part of List 2","'1 arty 'regt' (mor bn).","'275","'42.43164063","04597229108460032/layout.csv"
"3868","'11","'Text 188 - Part of List 2","'1 fd engr regt (bn).","'276","'34.81445313","04597229108460032/layout.csv"
"3869","'11","'Section header 37","'EQUIPMENT:","'277","'44.94628906","04597229108460032/layout.csv"
"3870","'11","'Text 189","'RECCE: 3 Saladin, 3 EE-9 Cascavel. AIFV: 50 MOWAG Piranha. MORTARS: 81mm: 50; 120mm: 28 Tampella. RCL: 84mm: 50 Carl Gustav.","'278","'70.41015625","04597229108460032/layout.csv"
"3871","'12","'Page number 11","'134","'279","'98.33984375","04597229108460032/layout.csv"
"3872","'12","'Header 2","'SUB-SAHARAN AFRICA","'280","'43.11523438","04597229108460032/layout.csv"
"3873","'12","'Text 190","'NAVY: £1,100 Commands: Western and Eastern. BASES: Sekondi (HQ, West), Tema (HQ, East). PATROL AND COASTAL COMBATANTS: 4: COASTAL: 2 Achimota (Ge Lürssen 57-m) PFC. INSHORE: 2 Dzata (Ge Lürssen 45-m) PCI.","'281","'96.09375000","04597229108460032/layout.csv"
"3874","'12","'Text 191","'AIR FORCE: 800. 18 cbt ac, no armed hel. COIN: I sqn with 4 MB-326K+, 2 MB-339. TRANSPORT: 3 sqn: 1 VIP with 3 Fokker (2 F-27, 1 F-28); 1 with 3 F-27, 1 C-212. 1 with 6 Skyvan. HELICOPTERS: 2 Bell 212 (VIP), 2 Mi-2, 4 SA-318. TRAINING: 1 sqn with 10 Bulldog 122t, 12* L-29.","'282","'88.72070313","04597229108460032/layout.csv"
"3875","'12","'Text 192","'FORCES ABROAD:","'283","'40.45410156","04597229108460032/layout.csv"
"3876","'12","'Text 193","'LIBERIA: about 1,500 forming part of ECOWAS force.","'284","'84.76562500","04597229108460032/layout.csv"
"3877","'12","'Section header 38","'UN AND PEACE-KEEPING:","'285","'35.66894531","04597229108460032/layout.csv"
"3878","'12","'Text 194","'AFGHANISTAN/PAKISTAN: (OSGAP): 1 adviser. IRAQ/KUWAIT (UNIKOM): 8 Observers. LEBANON (UNIFIL): 1 inf bn (980).","'286","'91.84570313","04597229108460032/layout.csv"
"3879","'12","'Section header 39","'PARAMILITARY:","'287","'42.62695313","04597229108460032/layout.csv"
"3880","'12","'Text 195","'PEOPLE'S MILITIA: 5,000: part-time force with police duties.","'288","'93.79882813","04597229108460032/layout.csv"
"3881","'12","'Section header 40","'GUINEA","'289","'40.06347656","04597229108460032/layout.csv"
"3882","'12","'Table 28",NA,"'290","'66.25976563","04597229108460032/layout.csv"
"3883","'12","'Section header 41","'TOTAL ARMED FORCES:","'291","'52.73437500","04597229108460032/layout.csv"
"3884","'12","'Text 196","'ACTIVE: 9,700 (perhaps 7,500 conscripts). Terms of service: conscription, 2 years.","'292","'91.79687500","04597229108460032/layout.csv"
"3885","'12","'Section header 42","'ARMY: 8,500.","'293","'43.67675781","04597229108460032/layout.csv"
"3886","'12","'Table 29",NA,"'294","'74.75585938","04597229108460032/layout.csv"
"3887","'12","'Section header 43","'EQUIPMENT:+","'295","'32.98339844","04597229108460032/layout.csv"
"3888","'12","'Text 197","'MBT: 30 T-34, 8 T-54. LIGHT TANKS: 20 PT-76. RECCE: 25 BRDM-1/-2, 2 AML-90. APC: 40 BTR (16-40, 10 -50, 8 -60, 6 -152). TOWED ARTY: 76mm: 8 M-1942; 85mm: 6 D-44; 122mm: 12 M-1931/37. MORTARS: 82mm: M-43; 120mm: 20 M-1938/43. RCL: 82mm: B-10. ATK GUNS: 57mm: M-1943. AD GUNS: 30mm: twin M-53; 37mm: 8 M-1939; 57mm: 12 S-60, Ch Type-59; 100mm: 4 KS-19. SAM: SA-7.","'296","'85.54687500","04597229108460032/layout.csv"
"3889","'12","'Text 198","'NAVY: 400. BASES: Conakry, Kakanda.","'297","'36.25488281","04597229108460032/layout.csv"
"3890","'12","'Section header 44","'PATROL AND COASTAL COMBATANTS: 9: PATROL: 9","'298","'38.86718750","04597229108460032/layout.csv"
"3891","'12","'List 3",NA,"'299","'75.48828125","04597229108460032/layout.csv"
"3892","'12","'Text 199 - Part of List 3","'1 Sov T-58 PCO+","'300","'48.33984375","04597229108460032/layout.csv"
"3893","'12","'Text 200 - Part of List 3","'1 Sov 39-m (Osa hull & machinery) PFI","'301","'38.98925781","04597229108460032/layout.csv"
"3894","'12","'Text 201 - Part of List 3","'2 Sov Zhuk, 1 US Swiftships-77, 4 other PCI all<.","'302","'46.38671875","04597229108460032/layout.csv"
"3895","'12","'Text 202","'AIR FORCE: 800; 12 cbt ac, No armed hel.t FGA: 4 MiG-17F, 8 MiG-21. TRANSPORT: 2 An-12, 4 An-14. TRAINING: 3 L-29, 2 MiG-15UTI, 6 Yak-18. HELICOPTERS: 1 IAR-330, 4 Mi-4, 1 SA-316B, 1 SA-330, 1 SA-342K.","'303","'93.11523438","04597229108460032/layout.csv"
"3896","'12","'Section header 45","'FORCES ABROAD:","'304","'56.78710938","04597229108460032/layout.csv"
"3897","'12","'Text 203","'LIBERIA: some 600, forming part of ECOWAS force.","'305","'89.99023438","04597229108460032/layout.csv"
"3898","'12","'Section header 46","'PARAMILITARY:","'306","'29.78515625","04597229108460032/layout.csv"
"3899","'12","'Text 204","'PEOPLE'S MILITIA: 7,000. GENDARMERIE: 1,000. REPUBLICAN GUARD: 1,600.","'307","'84.52148438","04597229108460032/layout.csv"
"3900","'12","'Section header 47","'GUINEA-BISSAU","'308","'45.80078125","04597229108460032/layout.csv"
"3901","'12","'Table 30",NA,"'309","'62.98828125","04597229108460032/layout.csv"
"3902","'12","'Table 31",NA,"'310","'77.78320313","04597229108460032/layout.csv"
"3903","'12","'Text 205","'TOTAL ARMED FORCES: (all services incl","'311","'68.84765625","04597229108460032/layout.csv"
"3904","'13","'Title 13","'SUB-SAHARAN AFRICA","'312","'73.48632813","04597229108460032/layout.csv"
"3905","'13","'Page number 12","'135","'313","'81.25000000","04597229108460032/layout.csv"
"3906","'13","'Text 206","'Gendarmerie are part of the Army): ACTIVE: 9,200. Terms of service: conscription (selective).","'314","'39.79492188","04597229108460032/layout.csv"
"3907","'13","'Text 207","'ARMY: 6,800. 1 armd 'bn' (sqn). 5 inf, 1 arty bn, 1 recce, 1 engr coy. EQUIPMENT: MBT: 10 T-34. LIGHT TANKS: 20 PT-76. RECCE: 10 BRDM-2. APC: 35 BTR-40/-60/-152, 20 Ch Type-56. TOWED ARTY: 85mm: 8 D-44; 122mm: 18 M-1938/D-30. MORTARS: 82mm: M-43; 120mm: 8 M-1943. RL: 89mm: M-20. RCL: 75mm: Ch Type-52; 82mm: B-10. AD GUNS: 23mm: 18 ZU-23; 37mm: 6 M-1939; 57mm: 10 S-60. SAM: SA-7.","'315","'75.19531250","04597229108460032/layout.csv"
"3908","'13","'Text 208","'NAVY: 300. BASE: Bissau. PATROL AND COASTAL COMBATANTS: 11: PATROL INSHORE: 11: 2 Sov 39-m (Osa hull & machinery), 2 Ch Shantou PFI, 7 PCI<.","'316","'77.78320313","04597229108460032/layout.csv"
"3909","'13","'Text 209","'AIR FORCE: 100. 3 cbt ac, no armed hel. FIGHTER: 3 MiG-17. HELICOPTERS: 1 SA-318, 2 SA-319.","'317","'81.05468750","04597229108460032/layout.csv"
"3910","'13","'Text 210","'FORCES ABROAD: UN AND PEACE-KEEPING: ANGOLA (UNAVEM II): Observers.","'318","'84.47265625","04597229108460032/layout.csv"
"3911","'13","'Text 211","'PARAMILITARY: GENDARMERIE: 2,000.","'319","'54.88281250","04597229108460032/layout.csv"
"3912","'13","'Table 32",NA,"'320","'91.79687500","04597229108460032/layout.csv"
"3913","'13","'Section header 48","'KENYA","'321","'43.96972656","04597229108460032/layout.csv"
"3914","'13","'Table 33",NA,"'322","'83.10546875","04597229108460032/layout.csv"
"3915","'13","'Text 212","'sh = Kenyan shillings","'323","'83.88671875","04597229108460032/layout.csv"
"3916","'13","'Text 213","'Population: 26,024,200","'324","'70.55664063","04597229108460032/layout.csv"
"3917","'13","'Section header 49","'TOTAL ARMED FORCES:","'325","'39.69726563","04597229108460032/layout.csv"
"3918","'13","'Text 214","'ACTIVE: 23,600.","'326","'26.31835938","04597229108460032/layout.csv"
"3919","'13","'Section header 50","'ARMY: 19,000.","'327","'39.89257813","04597229108460032/layout.csv"
"3920","'13","'List 4",NA,"'328","'26.09863281","04597229108460032/layout.csv"
"3921","'13","'Text 215 - Part of List 4","'1 armd bde (2 armd bn). 2 inf bde (1 with 2, 1 with 3 inf bn; 1 armd recce, 2 arty bn). 1 engr bde. 5 inf bn (cadre). 2 engr bn. 1 AB bn. 1 indep air cav bn. 1 AA bn.","'329","'43.01757813","04597229108460032/layout.csv"
"3922","'13","'Section header 51 - Part of List 4","'EQUIPMENT:","'330","'39.69726563","04597229108460032/layout.csv"
"3923","'13","'Text 216 - Part of List 4","'MBT: 76 Vickers Mk 3. RECCE: 40 AML-60/-90, 8 Shorland. APC: 30 UR-416, 10 Panhard M-3. TOWED ARTY: 105mm; 40 It, 16 pack. MORTARS: 81mm: 20 L16; 120mm: 10 Brandt. ATGW: Milan, 8 Swingfire. RCL: 84mm: 80 Carl Gustav; 120mm: Wombat. AD GUNS: 20mm: 50 TCM-20.","'331","'44.55566406","04597229108460032/layout.csv"
"3924","'13","'Section header 52","'NAVY: 1,100.","'332","'25.83007813","04597229108460032/layout.csv"
"3925","'13","'Text 217","'BASE: Mombasa. PATROL AND COASTAL COMBATANTS: 7: MISSILE CRAFT 6:","'333","'69.18945313","04597229108460032/layout.csv"
"3926","'13","'List 5",NA,"'334","'53.02734375","04597229108460032/layout.csv"
"3927","'13","'Text 218 - Part of List 5","'2 Nyayo (UK Vosper 56-m) PFM, with 4 Otomat II SSM.","'335","'78.32031250","04597229108460032/layout.csv"
"3928","'13","'Text 219 - Part of List 5","'1 Mamba, 3 Madaraka (UK Brooke Marine 37-m/32-m) PFM with 4 X Gabriel II SSM.","'336","'60.59570313","04597229108460032/layout.csv"
"3929","'13","'Section header 53","'PATROL, INSHORE: 1(.","'337","'41.67480469","04597229108460032/layout.csv"
"3930","'13","'Text 220","'AIR FORCE: 3,500: 28 cbt ac, 38 armed hel. FGA: 11 F-5 (9 -E, 2 -F). COIN: 5 Strikemaster Mk 87, 12 Hawk Mk-52. TRANSPORT: 8 DHC-5D, 7 Do-28D, 1 PA-32. TRAINING: 8 Bulldog 103/127. HELICOPTERS: ATTACK: 15 Hughes 500MD (with TOW), 8 500ME, 15 500M. TRANSPORT: 9 IAR-330, 3 SA-330, 1 SA-342. TRAINING: 2 Hughes 500D. MISSILES: ASM: AGM-65 Maverick, TOW. AAM: AIM-9 Sidewinder.","'338","'81.05468750","04597229108460032/layout.csv"
"3931","'13","'Text 221","'FORCES ABROAD: UN AND PEACE-KEEPING: IRAQ/KUWAIT (UNIKOM): 8 Observers.","'339","'61.86523438","04597229108460032/layout.csv"
"3932","'13","'Section header 54","'PARAMILITARY:","'340","'47.16796875","04597229108460032/layout.csv"
"3933","'13","'Text 222","'POLICE GENERAL SERVICE UNIT: 4,000. POLICE AIR WING: 7 Cessna It ac, 3 Bell hel (1 206L, 2 47G).","'341","'76.95312500","04597229108460032/layout.csv"
"3934","'14","'Page number 13","'136","'342","'98.24218750","04597229108460032/layout.csv"
"3935","'14","'Header 3","'SUB-SAHARAN AFRICA","'343","'44.06738281","04597229108460032/layout.csv"
"3936","'14","'Text 223","'POLICE NAVAL SQN: 5 PC( (2 Lake Victoria), some 12 boats.","'344","'91.35742188","04597229108460032/layout.csv"
"3937","'14","'Section header 55","'LESOTHO","'345","'58.88671875","04597229108460032/layout.csv"
"3938","'14","'Table 34",NA,"'346","'93.45703125","04597229108460032/layout.csv"
"3939","'14","'Section header 56","'TOTAL ARMED FORCES:","'347","'45.33691406","04597229108460032/layout.csv"
"3940","'14","'Text 224","'ACTIVE: 2,000.","'348","'49.60937500","04597229108460032/layout.csv"
"3941","'14","'Section header 57","'ARMY:","'349","'35.79101563","04597229108460032/layout.csv"
"3942","'14","'Text 225","'7 inf coy. 1 spt coy (incl recce/AB, 81mm mor). 1 air sqn. RECCE: 10.Is RAMTA. MORTARS: 81mm: some. HELICOPTERS: 2 Bo-105, 3 Bell 412.","'350","'35.98632813","04597229108460032/layout.csv"
"3943","'14","'Section header 58","'EQUIPMENT:","'351","'34.96093750","04597229108460032/layout.csv"
"3944","'14","'Section header 59","'LIBERIA","'352","'55.81054688","04597229108460032/layout.csv"
"3945","'14","'Table 35",NA,"'353","'66.55273438","04597229108460032/layout.csv"
"3946","'14","'Text 226","'Population: 2,605,000","'354","'37.93945313","04597229108460032/layout.csv"
"3947","'14","'Table 36",NA,"'355","'55.81054688","04597229108460032/layout.csv"
"3948","'14","'Text 227","'As a result of civil war the Armed Forces of Liberia (AFL) have ceased to exist. Eqpt held by the AFL has been destroyed or is unserviceable. The cbt strength of each of the two opposed factions within the National Patriotic Forces of Liberia (NPFL) is","'356","'81.64062500","04597229108460032/layout.csv"
"3949","'14","'Text 228","'unknown. A five-nation peace-keeping force provided by the Economic Community of West African States (ECOWAS) is deployed within the country and is composed of forces from: The Gambia - 150; Ghana - $1,500; Guinea - 600; Nigeria - 5,000; Sierra Leone - 700.","'357","'93.94531250","04597229108460032/layout.csv"
"3950","'14","'Section header 60","'MADAGASCAR","'358","'41.77246094","04597229108460032/layout.csv"
"3951","'14","'Table 37",NA,"'359","'33.20312500","04597229108460032/layout.csv"
"3952","'14","'Section header 61","'TOTAL ARMED FORCES:","'360","'34.25292969","04597229108460032/layout.csv"
"3953","'14","'Text 229","'ACTIVE: 21,000.","'361","'40.91796875","04597229108460032/layout.csv"
"3954","'14","'Text 230","'Terms of service: conscription (incl for civil purposes), 18 months.","'362","'72.70507813","04597229108460032/layout.csv"
"3955","'14","'Text 231","'ARMY: some 20,000.","'363","'44.84863281","04597229108460032/layout.csv"
"3956","'14","'Table 38",NA,"'364","'25.95214844","04597229108460032/layout.csv"
"3957","'14","'Text 232","'NAVY: 500 (incl some 100 marines).","'365","'35.76660156","04597229108460032/layout.csv"
"3958","'14","'Text 233","'BASES: Diégo-Suarez, Tamatave, Fort Dauphin, Tuléar, Majunga.","'366","'51.95312500","04597229108460032/layout.csv"
"3959","'14","'Text 234","'PATROL CRAFT: 1 Malaika (Fr PR48-m) PCI.","'367","'35.98632813","04597229108460032/layout.csv"
"3960","'14","'Text 235","'AMPHIBIOUS: 1 Toky (Fr BATRAM) LSM, with 8 X SS-12 SSM, capacity 30 tps, 4 tk. Plus craft; I LCT (Fr EDIC), I LCA, 3 LCVP.","'368","'54.10156250","04597229108460032/layout.csv"
"3961","'14","'Text 236","'SUPPORT AND MISCELLANEOUS: 1 tpt/trg.","'369","'40.69824219","04597229108460032/layout.csv"
"3962","'15","'Title 14","'SUB-SAHARAN AFRICA","'370","'79.10156250","04597229108460032/layout.csv"
"3963","'15","'Page number 14","'137","'371","'88.62304688","04597229108460032/layout.csv"
"3964","'15","'Text 237","'AIR FORCE: 500; 12 cbt ac, no armed hel. FGA: 1 sqn with 4 MiG-17F, 8 MiG-21FL. TRANSPORT: 4 An-26, 3 BN-2, 2 C-212, 2 Yak-40 (VIP). HELICOPTERS: 1 sqn with 6 Mi-8. LIAISON: 1 Cessna 310, 2 -337, 1 PA-23. TRAINING: 4 Cessna 172.","'372","'92.04101563","04597229108460032/layout.csv"
"3965","'15","'Text 238","'PARAMILITARY:","'373","'42.26074219","04597229108460032/layout.csv"
"3966","'15","'Text 239","'GENDARMERIE: 7,500, incl maritime police with some 5 PCI<.","'374","'85.98632813","04597229108460032/layout.csv"
"3967","'15","'Section header 62","'MALAWI","'375","'42.26074219","04597229108460032/layout.csv"
"3968","'15","'Table 39",NA,"'376","'49.41406250","04597229108460032/layout.csv"
