"","'Page number","'Layout","'Text","'Reading Order","'Confidence score % (Layout)","file"
"807","'11","'Header 10","'NATO","'286","'83.98437500","04597228108459913/layout.csv"
"808","'11","'Page number 10","'25","'287","'95.45898438","04597228108459913/layout.csv"
"809","'11","'Text 233","'system is based upon two separate commands: the Southern (LANDSOUTH), comprising Italy and its approaches, and South-eastern (LANDSOUTHEAST), covering Turkey. There is also an overall air command (AIRSOUTH), and there are two naval commands (NAVSOUTH and STRIKE- FORSOUTH) responsible to AFSOUTH. Ground forces include 22 division-equivalents from Turkey, 8 from Italy and 13 from Greece, as well as the tactical air forces of these countries. Other forces have been earmarked, as have the US Navy's Sixth Fleet and naval forces from Greece, Italy and Turkey.","'288","'96.92382813","04597228108459913/layout.csv"
"810","'11","'Text 234","'Maritime patrol aircraft from Southern Region nations and the United States operate in the Mediterranean, co-ordinated by Maritime Air Forces Mediterranean (MARAIRMED), a func- tional command of NAVSOUTH; French aircraft participate. Submarine Force Mediterranean (SUBMED), another functional command of NAVSOUTH, is responsible for the conduct of sub- marine operations throughout the Mediterranean.","'289","'91.79687500","04597228108459913/layout.csv"
"811","'11","'Text 235","'The Allied Naval On Call Force Mediterranean (NAVOCFORMED) consists of a ship from each of the allied powers concerned with the Southern Region, including the United Kingdom and the United States, and is normally activated twice each year for a month.","'290","'81.68945313","04597228108459913/layout.csv"
"812","'11","'Text 236","'(d) ACE Mobile Force (AMF), has been formed with particular reference to the northern and south-eastern flanks. Provided by seven countries, it comprises seven infantry battalion groups, an armoured reconnaissance squadron, six artillery batteries, helicopter detachments and ground-support fighter squadrons, but has no air transport of its own. The composition of the Force varies depending on the flank to which it is to be deployed. Approximately half of the forces listed are declared for each flank.","'291","'93.16406250","04597228108459913/layout.csv"
"813","'11","'Title 6","'ALLIED COMMAND EUROPE","'292","'36.84082031","04597228108459913/layout.csv"
"814","'11","'Table 1",NA,"'293","'52.24609375","04597228108459913/layout.csv"
"815","'11","'Text 237","'(II) ALLIED COMMAND ATLANTIC (ACLANT) is responsible for the North Atlantic area from the North Pole to the Tropic of Cancer, including Portuguese coastal waters. In the event of war, its duties are to participate in the strategic strike and to protect sea communications. There are no forces assigned to the command in peacetime except Standing Naval Force","'294","'55.66406250","04597228108459913/layout.csv"
"816","'12","'Page number 11","'26","'295","'98.04687500","04597228108459913/layout.csv"
"817","'12","'Header 11","'NATO","'296","'69.18945313","04597228108459913/layout.csv"
"818","'12","'Text 238","'Atlantic (STANAVFORLANT), which normally consists, at any one time, of four destroyer-type ships. However, for training purposes and in the event of war, forces which are predominantly naval are earmarked for assignment by Britain, Canada, Denmark, Germany, the Netherlands, Portugal and the United States. There are six subordinate commands: Western Atlantic, Eastern Atlantic, Iberian Atlantic, Striking Fleet Atlantic, Submarine Command and STANAV- FORLANT. The nucleus of the Striking Fleet Atlantic has been provided by the United States Second Fleet with some five attack carrier groups; carrier-based aircraft share the nuclear strike role with missile-firing submarines.","'297","'99.16992188","04597228108459913/layout.csv"
"819","'12","'Text 239","'ALLIED COMMAND ATLANTIC","'298","'71.67968750","04597228108459913/layout.csv"
"820","'12","'Table 2",NA,"'299","'95.16601563","04597228108459913/layout.csv"
"821","'12","'Text 240","'(III) ALLIED COMMAND CHANNEL (ACCHAN) has as its wartime role to exercise control of the English Channel and the southern North Sea. Many of the smaller warships of Belgium, Britain and the Netherlands are earmarked for this Command, as are some maritime aircraft. There are arrangements for co-operation with French naval forces. A Standing Naval Force, Channel (STANAVFORCHAN) was formed in 1973 to consist of mine counter-measure ships from Belgium, Germany, the Netherlands and Britain; other interested nations might partici- pate on a temporary basis. Its operational command is vested in CINCCHAN.","'300","'95.60546875","04597228108459913/layout.csv"
"822","'12","'Text 241","'ALLIED COMMAND CHANNEL","'301","'92.33398438","04597228108459913/layout.csv"
"823","'12","'Text 242","'Plymouth Channel Command (PLYMCHAN) HQ: Plymouth, UK Maritime Air PLYMCHAN","'302","'87.54882813","04597228108459913/layout.csv"
"824","'12","'Text 243","'Nore Channel Command (NORECHAN) HQ: Rosyth, UK Maritime Air NORECHAN","'303","'88.42773438","04597228108459913/layout.csv"
"825","'12","'Text 244","'Benelux Channel Command (BENCHAN) HQ: Walcheren, Netherlands","'304","'92.62695313","04597228108459913/layout.csv"
"826","'12","'Text 245","'Standing Naval Force Channel (Mine Counter-Measures) (STANAVFORCHAN) HQ: Afloat","'305","'95.45898438","04597228108459913/layout.csv"
"827","'12","'Text 246","'Allied Maritime Air Force Channel Command (COMMAIRCHAN) HQ: Northwood, UK","'306","'96.53320313","04597228108459913/layout.csv"
"828","'12","'Section header 15","'Commanders","'307","'78.51562500","04597228108459913/layout.csv"
"829","'12","'Text 247","'Unlike the Warsaw Pact, high command of NATO forces is not restricted to one nation. Senior commanders reflect the major contributing components of the force. SACEUR and SACLANT have always been American Officers, and the Commander-in-Chief Channel (CINCCHAN), one of the two Deputies to SACEUR and the Deputy SACLANT, British; the other Deputy to SACEUR is German. SACEUR is also Commander-in-Chief of the United States Forces in Europe (CINCUSEUR). AFCENT is commanded by a German general, AFNORTH by a British general and AFSOUTH by an American admiral, with LANDSOUTH and LANDSOUTHEAST under Italian and Turkish commanders respectively, and MARAIRMED and SUBMED under American rear- admirals.","'308","'97.36328125","04597228108459913/layout.csv"
"830","'13","'Header 12","'NATO","'309","'43.67675781","04597228108459913/layout.csv"
"831","'13","'Page number 12","'27","'310","'81.88476563","04597228108459913/layout.csv"
"832","'13","'Section header 16","'BELGIUM","'311","'33.15429688","04597228108459913/layout.csv"
"833","'13","'Text 248","'Population: 9,903,000. Military service: 8 or 10 months.* Total armed forces: 89,500 (3,400 women; 24,600 conscripts). Estimated GDP 1980: $114.84 bn. Defence expenditure 1981 (NATO and national definition): 121.76 bn francs ($3.56 bn). $1 = 34.2 francs (1981), 30.46 francs (1980).","'312","'33.71582031","04597228108459913/layout.csv"
"834","'13","'Text 249","'Army: 65,000 (incl Medical Service; 20,000 conscripts).","'313","'40.64941406","04597228108459913/layout.csv"
"835","'13","'List 15",NA,"'314","'53.12500000","04597228108459913/layout.csv"
"836","'13","'Text 250 - Part of List 15","'1 corps HQ, 1 div HQ.","'315","'90.18554688","04597228108459913/layout.csv"
"837","'13","'Text 251 - Part of List 15","'1 armd bde.","'316","'88.28125000","04597228108459913/layout.csv"
"838","'13","'Text 252 - Part of List 15","'3 mech inf bdes.","'317","'95.11718750","04597228108459913/layout.csv"
"839","'13","'Text 253 - Part of List 15","'1 para-cdo regt.","'318","'95.11718750","04597228108459913/layout.csv"
"840","'13","'Text 254 - Part of List 15","'3 recce bns.","'319","'91.60156250","04597228108459913/layout.csv"
"841","'13","'Text 255 - Part of List 15","'2 mot inf bns.","'320","'94.58007813","04597228108459913/layout.csv"
"842","'13","'Text 256 - Part of List 15","'3 arty bns.","'321","'91.79687500","04597228108459913/layout.csv"
"843","'13","'Text 257 - Part of List 15","'1 SSM bn with 4 Lance.","'322","'87.40234375","04597228108459913/layout.csv"
"844","'13","'Text 258 - Part of List 15","'2 SAM bns with 36 HAWK.","'323","'87.50000000","04597228108459913/layout.csv"
"845","'13","'Text 259 - Part of List 15","'5 engr bns (3 fd, 1 bridge, 1 eqpt).","'324","'85.40039063","04597228108459913/layout.csv"
"846","'13","'Text 260 - Part of List 15","'4 aviation sqns.","'325","'81.34765625","04597228108459913/layout.csv"
"847","'13","'Text 261","'334 Leopard, 55 M-47 med, 133 Scorpion 1t tks; 153 Scimitar AFV; 1,123 APC (M-75, AMX- VCI, 266 Spartan); 21 105mm, 14 203mm how; 96 M-108 105mm, 26 M-44, 41 M-109 155mm, 10 M-110 203mm SP how; 5 Lance SSM; 80 JPK C-90 SP ATK guns; 180 Milan ATGW; 43 Striker AFV with Swingfire ATGW; 115 20mm, 55 Gepard 35mm SP AA guns; 60 HAWK SAM; 12 Islander ac, 68 Alouette II hel. (On order: 514 MICV, 525 M-113, 80 BDX APC; 240 Milan ATGW; Improved HAWK SAM.)","'326","'91.50390625","04597228108459913/layout.csv"
"848","'13","'Text 262","'Forces Abroad: Germany: 25,000; 1 corps HQ, 1 div HQ, 1 armd, 1 mech inf bdes, 1 HAWK bn.","'327","'73.19335938","04597228108459913/layout.csv"
"849","'13","'Text 263","'RESERVES: 133,000 (incl Medical Service), some on immediate recall status; 11,000 train every year, 1 mech, 1 mot inf bde train every three years.","'328","'85.69335938","04597228108459913/layout.csv"
"850","'13","'Text 264","'Navy: 4,400 (1,000 conscripts).","'329","'56.10351563","04597228108459913/layout.csv"
"851","'13","'List 16",NA,"'330","'55.90820313","04597228108459913/layout.csv"
"852","'13","'Text 265 - Part of List 16","'4 E-71 frigates with 4 Exocet SSM, 8 Sea Sparrow SAM.","'331","'72.31445313","04597228108459913/layout.csv"
"853","'13","'Text 266 - Part of List 16","'7 ex-US Type 498 ocean minehunters.","'332","'51.36718750","04597228108459913/layout.csv"
"854","'13","'Text 267 - Part of List 16","'5 ex-US Type 60 coastal MCM (4 in reserve).","'333","'50.58593750","04597228108459913/layout.csv"
"855","'13","'Text 268 - Part of List 16","'14 Herstal inshore minesweepers.","'334","'55.90820313","04597228108459913/layout.csv"
"856","'13","'Text 269 - Part of List 16","'2 log support and comd ships (MCM).","'335","'75.00000000","04597228108459913/layout.csv"
"857","'13","'Text 270 - Part of List 16","'3 Alouette III hel.","'336","'78.66210938","04597228108459913/layout.csv"
"858","'13","'Text 271","'Bases: Kallo, Ostend, Zeebrugge.","'337","'63.23242188","04597228108459913/layout.csv"
"859","'13","'Text 272","'RESERVES: 4,500 (on immediate recall status).","'338","'67.82226563","04597228108459913/layout.csv"
"860","'13","'Text 273","'Air Force: 20,100 (3,600 conscripts); 144 combat aircraft.","'339","'66.11328125","04597228108459913/layout.csv"
"861","'13","'List 17",NA,"'340","'71.38671875","04597228108459913/layout.csv"
"862","'13","'Text 274 - Part of List 17","'5 FGA sqns: 3 with 54 Mirage 5BA/D: 2 with 36 F/TF-104G (to be replaced by F-16A/B).","'341","'75.19531250","04597228108459913/layout.csv"
"863","'13","'Text 275 - Part of List 17","'2 AD sqns: 1 with 18 F-16A/B; 1 with 18","'342","'78.90625000","04597228108459913/layout.csv"
"864","'13","'Text 276","'F-104G/TF-104G (being replaced by F-16A/B). 1 recce sqn with 18 Mirage 5BR. 2 tpt sqns with 12 C-130H, 2 Boeing 727QC, 3 HS-748, 5 Merlin IIIA, 2 Falcon 20. 1 SAR hel sqn with 3 HSS-1, 5 Sea King. Trg and liaison sqns ac incl 32 SF-260MB, 23 Fouga CM-170. 2 sqns with 32 AlphaJet. AAM: Sidewinder. 8 SAM sqns with 72 Nike Hercules. (On order: some 98 F-16A fighters; Sidewinder AAM; 43 BDX (Timoney) APC.)","'343","'65.38085938","04597228108459913/layout.csv"
"865","'13","'Text 277","'Para-Military Forces: 16,000 Gendarmerie with 62 FN armd cars, 5 Alouette II, 3 Puma hel. (On order: 80 BDX (Timoney) APC.)","'344","'67.57812500","04597228108459913/layout.csv"
"866","'13","'Section header 17","'BRITAIN","'345","'62.50000000","04597228108459913/layout.csv"
"867","'13","'Text 278","'Population: 55,968,000. Military service: voluntary. Total armed forces: 343,646, incl 16,696 women and some 9,300 enlisted outside Britain. Estimated GDP 1980: $485.14 bn. Defence expenditure 1981-82: £12.275 bn ($27.77 bn); NATO definition $28.66 bn.t $1 = £0.442 (1981), £0.455 (1980).","'346","'91.89453125","04597228108459913/layout.csv"
"868","'13","'Section header 18","'Strategic Forces:","'347","'49.21875000","04597228108459913/layout.csv"
"869","'13","'Text 279","'SLBM: 4 Resolution-class SSBN, each with 16 Polaris A3 msls with 3 MRV (to be modified with Chevaline). Ballistic Missile Early Warning System (BMEWS) station at Fylingdales.","'348","'80.32226563","04597228108459913/layout.csv"
"870","'13","'Text 280","'Army: 176,248 (incl 6,546 women and 8,960 enlisted outside Britain, of which 7,100 are Gurkhas).","'349","'88.42773438","04597228108459913/layout.csv"
"871","'13","'Text 281","'1 corps, 4 armd, 1 arty div HQ.","'350","'85.74218750","04597228108459913/layout.csv"
"872","'13","'Text 282","'11 armd regts.","'351","'87.30468750","04597228108459913/layout.csv"
"873","'13","'Text 283","'8 armd recce regts.","'352","'89.06250000","04597228108459913/layout.csv"
"874","'13","'Text 284","'48 inf bns (incl 1 demonstration bn).","'353","'92.08984375","04597228108459913/layout.csv"
"875","'13","'Text 285","'5 Gurkha inf bns.","'354","'89.50195313","04597228108459913/layout.csv"
"876","'13","'Text 286","'3 para bns (1 in inf, 2 in para role).","'355","'92.91992188","04597228108459913/layout.csv"
"877","'13","'Text 287","'1 special air service (SAS) regt.","'356","'91.60156250","04597228108459913/layout.csv"
"878","'13","'Text 288","'I msl regt with Lance SSM.","'357","'90.42968750","04597228108459913/layout.csv"
"879","'13","'Text 289","'3 AD regts with Rapier SAM.","'358","'90.28320313","04597228108459913/layout.csv"
"880","'13","'Text 290","'18 arty regts (1 hy, 13 fd, 1 GW, 1 cdo, 1 ATK, 1 locating).","'359","'93.21289063","04597228108459913/layout.csv"
"881","'13","'Text 291","'11 engr regts (incl 4 armd div, 1 amph, 1 Gurkha). 6 army aviation regts.","'360","'67.38281250","04597228108459913/layout.csv"
"882","'13","'Text 292","'AFV: 900 Chieftain med (60 in reserve), 271 FV101 Scorpion 1t tks; 243 FV601 Saladin armd cars; 290 FV107 Scimitar, 1,429 Ferret, 200 Fox recce; 2,338 FV432, 600 FV603 Sara- cen, 60 FV103 Spartan APC.","'361","'83.69140625","04597228108459913/layout.csv"
"883","'13","'Text 293","'* Conscripts serve 8 months if posted to Germany, 10 months if serving in Belgium. t NATO budget content is standardized and differs from national.","'362","'73.73046875","04597228108459913/layout.csv"
"884","'14","'Page number 13","'28","'363","'95.01953125","04597228108459913/layout.csv"
"885","'14","'Header 13","'NATO","'364","'54.98046875","04597228108459913/layout.csv"
"886","'14","'Text 294","'Arty: 100 105mm pack how and 1t guns; 93 FH-70 155mm how, FV433 Abbot 105mm, 50 M-109 155mm, 31 M-107 175mm, 16 M-110 203mm SP guns/how; 12 Lance SSM.","'365","'91.94335938","04597228108459913/layout.csv"
"887","'14","'Text 295","'ATK: Carl Gustav 84mm, 120mm RCL; Milan, Swingfire ATGW; FV102 Striker, 178 FV438/FV712 AFV with Swingfire ATGW.","'366","'86.52343750","04597228108459913/layout.csv"
"888","'14","'Text 296","'AD: Blowpipe, 108 Rapier/Blindfire SAM. Air: 100 Scout, 7 Alouette II, 20 Sioux, 158 Gazelle, 30 Lynx hel.","'367","'80.76171875","04597228108459913/layout.csv"
"889","'14","'Text 297","'14 landing craft (2 tk, 12 med).","'368","'46.58203125","04597228108459913/layout.csv"
"890","'14","'Text 298","'(On order: 240 Challenger med tks; 1,900 MCV-80 MICV; 102 FH-70 155mm how, 69 M-109A2 SP how; LAW RL; Milan, TOW ATGW; 48 Blowpipe SAM; 25 Gazelle, 98 Lynx hel).","'369","'91.94335938","04597228108459913/layout.csv"
"891","'14","'Section header 19","'DEPLOYMENT (see also Forces Abroad, below):","'370","'31.37207031","04597228108459913/layout.csv"
"892","'14","'Text 299","'United Kingdom Land Forces (UKLF): United Kingdom Mobile Force (UKMF) - 6th Field Force with 5 (3 regular, 2 TA) inf bns and log spt gp; 7th Field Force with 3 regular, 2 TA units; 8th Field Force (3 regular, 2 TA bns for Home Defence); 1 bn gp (for ACE Mobile Force (Land)), 1 SAS regt (part), 1 Gurkha inf bn. HQ Northern Ireland: 9,128; 3 inf bde HQ, 1 armd recce regt, variable number of major units in inf role,* 1 SAS, 3 engr sqns, 2 army aviation sqns.","'371","'35.79101563","04597228108459913/layout.csv"
"893","'14","'Text 300","'RESERVES: 137,000 Regular Reserves. 69,500 Territorial Army (TA): 2 armd recce regts, 38 inf bns, 2 SAS, 3 fd, 3 It AD, 7 engr regts. 7,500 Ulster Defence Regiment (11 bns).","'372","'62.35351563","04597228108459913/layout.csv"
"894","'14","'Text 301","'Navy: 74,687 (incl Fleet Air Arm, Royal Mar- lines, 4,065 women and 330 enlisted outside Britain); 62 major surface combat vessels. Submarines, attack: 28.","'373","'65.67382813","04597228108459913/layout.csv"
"895","'14","'List 18",NA,"'374","'57.95898438","04597228108459913/layout.csv"
"896","'14","'Text 302 - Part of List 18","'12 nuclear (6 Swiftsure, 3 Churchill, 2 Valiant, 1 Dreadnought), 16 diesel (13 Oberon, 3 Por- poise).","'375","'78.85742188","04597228108459913/layout.csv"
"897","'14","'Text 303 - Part of List 18","'Surface Ships:","'376","'68.16406250","04597228108459913/layout.csv"
"898","'14","'Text 304 - Part of List 18","'2 ASW carriers: 1 (Invincible) with 5 Sea Harrier V/STOL, 9 Sea King hel, twin Sea Dart SAM; 1 (Hermes) with 5 Harrier V/STOL, 12 Sea King hel, 2 quad Seacat SAM.","'377","'91.94335938","04597228108459913/layout.csv"
"899","'14","'Text 305 - Part of List 18","'14 GW destroyers: 6 County (1 trials, 5 with 1 Wessex ASW hel, twin Seaslug, 2 quad Seacat SAM, 4 also have 4 Exocet SSM); 1 Type 82 with twin Sea Dart SAM, Ikara ASW; 7 Type 42 with twin Sea Dart, 1 Lynx ASW hel.","'378","'90.38085938","04597228108459913/layout.csv"
"900","'14","'Text 306 - Part of List 18","'46 frigates: 45 GP (3 Type 22 with 4 Exocet SSM, 2 Sea Wolf SAM, 1 Lynx hel; 8 Type 21 with quad Seacat SAM, 1 Wasp/Lynx hel (5 with quad Exocet); 26 Leander with 1 Wasp/Lynx (7 with 4 Exocet, 3 quad Seacat; 8 with Ikara ASW, 2 quad Seacat; 10 converting to quad Exocet, Sea Wolf); 8 Rothesay (2 trg/trials) with quad Seacat, 1 Wasp hel); 1 Type 12 ASW (trg)","'379","'85.93750000","04597228108459913/layout.csv"
"901","'14","'Text 307 - Part of List 18","'38 minesweepers/minehunters: 2 Hunt, 2 Ven- turer (trg), 29 Ton (9 Reserves), 1 coastal, 4 in-","'380","'62.69531250","04597228108459913/layout.csv"
"902","'14","'Text 308","'shore (trg). 2 MCM spt (Abdiel, VT-2 hovercraft).","'381","'55.07812500","04597228108459913/layout.csv"
"903","'14","'Text 309","'25 patrol craft: 7 Island, 6 Ton, 4 Bird (2 trg), 2 Loyal, 2 Ford (trg), 3 FAC(P) (trg), 1 Boeing hydrofoil (trials).","'382","'71.63085938","04597228108459913/layout.csv"
"904","'14","'Text 310","'2 LPD assault ships with 4 LCM, 4 LCVP, 4 quad Seacat SAM.","'383","'63.42773438","04597228108459913/layout.csv"
"905","'14","'Text 311","'Amphibious vessels incl: 1 hel spt ship, 6 landing ships, 16 LCM, 29 LCVP.","'384","'40.82031250","04597228108459913/layout.csv"
"906","'14","'Text 312","'1 ice patrol, 1 Royal Yacht/hospital, 6 depot/sup- port ships, 15 tankers (1 trg).","'385","'84.32617188","04597228108459913/layout.csv"
"907","'14","'Text 313","'5 hovercraft: 3 SRN-6, 1 BH-7, 1 SRN-5 (trg).","'386","'57.17773438","04597228108459913/layout.csv"
"908","'14","'Text 314","'Included in above refitting or in reserve are: 1 SSBN, 3 nuclear, 4 diesel subs, 1 GW destroyer, 9 frigates, 1 MCM, 3 FAC(P), 1 LPD, 1 landing ship, 2 depot/spt ships, 1 tanker.","'387","'86.81640625","04597228108459913/layout.csv"
"909","'14","'Text 315","'(On order: 2 ASW carriers, 3 Trafalgar SSN, 2 Type 42 destroyers, 3 Type 22 frigates, 2 Castle patrol craft, 7 Hunt MCM, 2 fleet tenders, Har- poon SSM.)","'388","'87.35351563","04597228108459913/layout.csv"
"910","'14","'Text 316","'Bases: Chatham, Devonport, Faslane, Portland, Portsmouth, Rosyth.","'389","'76.22070313","04597228108459913/layout.csv"
"911","'14","'Text 317","'FLEET AIR ARM: 20 combat ac, some 90 armed hel. 3 FGA sqns (i HQ) with 20 Sea Harrier FRS-1.","'390","'77.68554688","04597228108459913/layout.csv"
"912","'14","'Text 318","'6 ASW hel sqns: 5 with 42 Sea King HAS-2/-5 (3 sqns embarked). 1 (23 flts) with 26 Lynx HAS-2.","'391","'92.82226563","04597228108459913/layout.csv"
"913","'14","'Text 319","'24 ASW flts: 22 with Wasp HAS-1, 2 with Wessex HAS-3.","'392","'92.57812500","04597228108459913/layout.csv"
"914","'14","'Text 320","'2 cdo assault sqns; 1 with 10 Sea King HU-4, 1 with 20 Wessex HU-5.","'393","'92.33398438","04597228108459913/layout.csv"
"915","'14","'Text 321","'8 SAR and trg hel sqns: 1 with 12 Wessex HAS-3, 3 with 37 Wessex HU-5, 1 with 16 Sea King HAS-1/-2/-5, 1 with 11 Wasp HAS-1, 1 with 8 Lynx HAS-2, 1 with 18 Gazelle HT-2.","'394","'94.43359375","04597228108459913/layout.csv"
"916","'14","'Text 322","'3 flts with 2 Sea Heron C-2, 1 Heron C-4, 2 Sea Devon C-20, 2 Chipmunk T-40 ac.","'395","'92.62695313","04597228108459913/layout.csv"
"917","'14","'Text 323","'1 observer trg sqn with 13 Jetstream T-2, 1 trg flt with 10 Chipmunk T-10.","'396","'91.89453125","04597228108459913/layout.csv"
"918","'14","'Text 324","'1 fleet requirements and direction trg unit with 12 Canberra T-4/TT-18/T-22, 22 Hunter T-8C/GA-11.","'397","'84.66796875","04597228108459913/layout.csv"
"919","'14","'Text 325","'(On order: 13 Sea Harrier FRS-1, 1 T-4 V/STOL, 3 Hunter T-8M, 2 Jetstream T-2 ac; 10 Sea King HAS-2, 5 Sea King HU-4; 17 Lynx HAS-2 hel.) ROYAL MARINES: (7,899). 1 cdo bde with 3 cdo gps, 2 cdo sqns (army), 1 log regt, 1 It hel sqn, spt units. 1 Special Boat, 2 Raiding sqns. Milan ATGW; Blowpipe SAM; 12 Gazelle AH-1, 6 Scout AH-1 hel. (On order: 4 Lynx hel.)","'398","'27.83203125","04597228108459913/layout.csv"
"920","'14","'Text 326","'RESERVES (Navy and Marines): 25,000 Regular and 9,000 Volunteer, 9 MCM vessels.","'399","'76.22070313","04597228108459913/layout.csv"
"921","'14","'Footer 1","'* 5 resident inf bns, 4 units in inf role.","'400","'39.03808594","04597228108459913/layout.csv"
"922","'15","'Header 14","'NATO","'401","'93.45703125","04597228108459913/layout.csv"
"923","'15","'Page number 14","'29","'402","'95.60546875","04597228108459913/layout.csv"
"924","'15","'Text 327","'Air Force: 92,701 (incl 6,085 women); some 700 combat ac.","'403","'98.04687500","04597228108459913/layout.csv"
"925","'15","'List 19",NA,"'404","'25.73242188","04597228108459913/layout.csv"
"926","'15","'Text 328 - Part of List 19","'17 strike/attack sqns: 6 with some 48 Vulcan B-2 (to be disbanded from 1981); 5 with some 60 Buccaneer S-2A/B; 6 with 72 Jaguar GR-1.","'405","'97.26562500","04597228108459913/layout.csv"
"927","'15","'Text 329 - Part of List 19","'3 close support sqns with 48 Harrier GR-3/T-4 V/STOL.","'406","'96.58203125","04597228108459913/layout.csv"
"928","'15","'Text 330 - Part of List 19","'9 interceptor sqns: 2 with 24 Lightning F-6/F-3 (24 more ac in reserve); 7 with 88 Phantom (4 with FGR-2, 3 with FG-1).","'407","'97.85156250","04597228108459913/layout.csv"
"929","'15","'Text 331 - Part of List 19","'5 recce sqns: 1 with 8 Vulcan SR-2, 2 with 24 Jaguar GR-1, 2 with 22 Canberra PR-7/-9.","'408","'97.46093750","04597228108459913/layout.csv"
"930","'15","'Text 332 - Part of List 19","'1 AEW sqn with 6 Shackleton AEW-2 (5 in reserve).","'409","'97.50976563","04597228108459913/layout.csv"
"931","'15","'Text 333 - Part of List 19","'4 MR sqns with 28 Nimrod MR-1/-1A, MR-2.","'410","'93.60351563","04597228108459913/layout.csv"
"932","'15","'Text 334 - Part of List 19","'2 tanker sqns with 16 Victor K-2.","'411","'76.75781250","04597228108459913/layout.csv"
"933","'15","'Text 335 - Part of List 19","'1 strategic tpt sqn with 11 VC-10C1.","'412","'90.91796875","04597228108459913/layout.csv"
"934","'15","'Text 336 - Part of List 19","'4 tac tpt sqns with 45 C-130H (6 C-130HC3) (+11 active reserve).","'413","'95.31250000","04597228108459913/layout.csv"
"935","'15","'Text 337 - Part of List 19","'3 comms sqns with 6 HS-125 CC1/2, 4 Andover, 6 Pembroke, 13 Devon ac, 2 Whirlwind, 1 Gazelle hel.","'414","'93.26171875","04597228108459913/layout.csv"
"936","'15","'Text 338 - Part of List 19","'Queen's Flt with 3 Andover ac, 2 Wessex hel.","'415","'46.67968750","04597228108459913/layout.csv"
"937","'15","'Text 339 - Part of List 19","'4 ECM/target facilities/calibration sqns. with 45 Canberra, 3 Nimrod R-1, 5 Andover E-3/C-1.","'416","'52.73437500","04597228108459913/layout.csv"
"938","'15","'Text 340 - Part of List 19","'11 OCU: 1 NATO with 23 Br, 16 FGR Tornado GR-1; 10 others with, 9 Vulcan B-2; 14 Buc- caneer Mk 2; 24 Phantom FGR-2; 26 Jaguar GR-1/T-2; 27 Harrier GR-3/T-4 V/STOL; 3 Nimrod MR; 7 Canberra B-2/T-4; 5 C-130; 3 Victor K-2 ac; 4 Wessex HC-2, 5 Puma HC-1, 2 Sea King HAR-3, 6 CH-47 Chinook hel.","'417","'95.89843750","04597228108459913/layout.csv"
"939","'15","'Text 341 - Part of List 19","'2 tac weapons units with 60 Hunter F-6/GA-9/T-7, 46 Hawk T-1, 2 Jet Provost.","'418","'95.01953125","04597228108459913/layout.csv"
"940","'15","'Text 342 - Part of List 19","'6 hel sqns: 4 tac tpt (2 with 40 Wessex, 2 with 26 Puma HC-1); 2 SAR with 10 Whirlwind, 8 Wes- sex; 14 Sea King.","'419","'94.97070313","04597228108459913/layout.csv"
"941","'15","'Text 343 - Part of List 19","'Trg units with 83 Hawk T-1, 151 Jet Provost, 11 Jetstream T-1, 113 Bulldog T-1, 60 Chipmunk T-10, 19 Dominie T-1, 1 Husky T-1 ac, 5 Whirlwind, 5 Wessex Mk 5, 25 Gazelle HT-3 hel.","'420","'95.70312500","04597228108459913/layout.csv"
"942","'15","'Text 344 - Part of List 19","'AAM: Sidewinder, Sparrow, Red Top, Firestreak. ASM: Martel.","'421","'84.27734375","04597228108459913/layout.csv"
"943","'15","'Text 345 - Part of List 19","'8 SAM sqns: 2 with Bloodhound 2, 6 (RAF Regt) with Rapier.","'422","'88.52539063","04597228108459913/layout.csv"
"944","'15","'Text 346 - Part of List 19","'(On order: 24 Harrier GR-3, 123 Tornado (out of 220 GR-1 FGA, 165 F-2 AD planned), 11 Nim- rod AEW-3, 46 Hawk, 9 VC-10 tankers, 27 CH-47D Chinook, 7 Puma hel, AIM-9L Side- winder, Sky Flash AAM, Sea Eagle ASM.)","'423","'95.50781250","04597228108459913/layout.csv"
"945","'15","'Section header 20","'ROYAL AIR FORCE REGIMENT:","'424","'40.25878906","04597228108459913/layout.csv"
"946","'15","'Text 347","'4 wing HQ. 6 SAM sqns (Rapier) and 5 fd sqns. (On order: Scorpion 1t tks, Spartan APC.)","'425","'81.05468750","04597228108459913/layout.csv"
"947","'15","'Section header 21","'DEPLOYMENT:","'426","'45.80078125","04597228108459913/layout.csv"
"948","'15","'Text 348","'The Royal Air Force includes an operational home command (Strike Command), responsible for the UK Air Defence Region and the Near","'427","'91.25976563","04597228108459913/layout.csv"
"949","'15","'Text 349","'and Far East, and 1 overseas command (RAF Germany).","'428","'88.13476563","04597228108459913/layout.csv"
"950","'15","'Text 350","'RESERVES: 28,000 Regular; about 400 Volunteer; 3 AD sqns.","'429","'86.08398438","04597228108459913/layout.csv"
"951","'15","'Text 351","'Forces Abroad:","'430","'51.66015625","04597228108459913/layout.csv"
